rank,track,artist,week,month,day,year,season,time_since_covid,covid_period,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
55,Breaking Me,Topic & A7S,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.789,0.72,0.72,-5.652,minor,0.218,0.223,0,0.129,0.664,122.031,166794,4
56,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.516,0.745,0.745,-8.352,major,0.0774,0.563,0,0.275,0.825,186.004,173173,3
57,Kings & Queens,Ava Max,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.637,0.69,0.69,-4.057,minor,0.0405,0.00786,0,0.124,0.457,129.857,162399,4
58,Hawai,Maluma & The Weeknd,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.766,0.788,0.788,-3.128,minor,0.312,0.105,5.81e-6,0.142,0.609,179.984,200482,4
59,One Margarita,Luke Bryan,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.641,0.842,0.842,-4.872,major,0.0464,0.0969,0,0.169,0.738,89.997,193427,4
60,Said Sum,Moneybagg Yo,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.929,0.667,0.667,-6.789,minor,0.353,0.0185,0,0.1,0.274,126.998,155168,4
61,Ice Cream,BLACKPINK X Selena Gomez,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.79,0.701,0.701,-4.81,major,0.365,0.0317,8.06e-5,0.0311,0.91,159.972,177813,4
62,Some Girls,Jameson Rodgers,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.431,0.831,0.831,-5.108,major,0.0474,0.0791,0,0.312,0.352,167.96,184893,4
63,Nobodys Love,Maroon 5,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.486,0.567,0.567,-6.456,major,0.0379,0.31,0,0.0949,0.154,93.68,211254,4
64,7 Summers,Morgan Wallen,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.466,0.786,0.786,-5.13,major,0.0328,0.417,6.1e-5,0.125,0.571,203.903,210507,4
65,Gone Too Soon,Andrew Jannakos,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.529,0.723,0.723,-6.022,minor,0.035,0.0175,0,0.364,0.459,119.942,169255,4
66,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.538,0.745,0.745,-5.774,major,0.0387,0.1,0,0.063,0.669,165.755,170173,4
67,All In,YoungBoy Never Broke Again,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.511,0.654,0.654,-6.133,major,0.314,0.053,0,0.316,0.279,154.868,156663,4
68,24,Money Man Featuring Lil Baby,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.868,0.638,0.638,-7.746,major,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
69,You Broke Me First.,Tate McRae,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.642,0.374,0.374,-9.386,major,0.0545,0.786,0,0.0906,0.0799,124.099,169266,4
70,My Exs Best Friend,Machine Gun Kelly X blackbear,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.731,0.675,0.675,-5.134,minor,0.0434,0.00473,0,0.141,0.298,124.939,139461,4
71,The Bigger Picture,Lil Baby,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.59,0.618,0.618,-5.756,major,0.334,0.0127,0,0.244,0.153,96.459,252729,3
72,Dead Trollz,YoungBoy Never Broke Again,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.524,0.832,0.832,-4.351,major,0.471,0.0508,0,0.632,0.761,111.142,209528,5
73,Pretty Heart,Parker McCollum,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.562,0.683,0.683,-4.427,major,0.0296,0.00531,0,0.107,0.385,132.003,244798,4
74,Greece,DJ Khaled Featuring Drake,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.695,0.343,0.343,-10.798,major,0.0432,0.0743,1.04e-6,0.107,0.229,85.84,218902,4
75,Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA & Farruko",2020-09-26,Sep,26,2020,Fall,250,post_covid,0.793,0.771,0.771,-3.417,major,0.0959,0.0337,1.51e-6,0.284,0.835,171.943,247308,4
76,Cross Roads,YoungBoy Never Broke Again,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.714,0.722,0.722,-5.685,major,0.0538,0.0735,0,0.114,0.439,143.019,168046,4
77,Hit Different,SZA Featuring Ty Dolla $ign,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.679,0.516,0.516,-6.371,minor,0.0452,0.199,0,0.0965,0.716,120.074,202008,4
78,I Called Mama,Tim McGraw,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.499,0.619,0.619,-7.054,major,0.0339,0.571,4.82e-6,0.148,0.514,86.185,212147,4
79,Smile,Juice WRLD & The Weeknd,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.694,0.685,0.685,-6.535,minor,0.133,0.224,0,0.124,0.306,158.831,196180,4
80,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",2020-09-26,Sep,26,2020,Fall,250,post_covid,0.571,0.693,0.693,-8.234,minor,0.0545,0.00536,0,0.173,0.393,168.169,232253,4
81,The Last Backyard...,YoungBoy Never Broke Again,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.592,0.691,0.691,-6.325,major,0.204,0.355,0,0.217,0.815,159.708,156130,4
82,Over Now,Calvin Harris X The Weeknd,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.569,0.777,0.777,-4.041,minor,0.0834,0.139,0,0.132,0.181,164.027,246987,4
83,What You Know Bout Love,Pop Smoke,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.709,0.548,0.548,-8.493,major,0.353,0.65,1.59e-6,0.133,0.543,83.995,160000,4
84,Martin & Gina,Polo G,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.832,0.534,0.534,-7.813,minor,0.253,0.345,0,0.165,0.116,93.924,132833,4
85,Caramelo,Ozuna x Karol G x Myke Towers,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.728,0.806,0.806,-3.766,major,0.0623,0.0531,3.01e-4,0.153,0.698,168.084,217547,4
86,Do It,Chloe X Halle,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.725,0.668,0.668,-7.286,minor,0.055,0.0932,2.33e-6,0.112,0.566,82.966,176787,4
87,Love You Like I Used To,Russell Dickerson,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.501,0.788,0.788,-4.624,major,0.0415,0.12,0,0.137,0.61,152.047,186613,4
88,Right Foot Creep,YoungBoy Never Broke Again,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.725,0.79,0.79,-4.773,minor,0.327,0.346,0,0.195,0.815,157.99,159086,4
89,Starting Over,Chris Stapleton,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.638,0.538,0.538,-8.445,major,0.0315,0.452,4.15e-4,0.0695,0.318,89.124,240413,4
90,One Night Standards,Ashley McBryde,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.537,0.686,0.686,-5.022,major,0.0293,0.0287,0.00709,0.0988,0.611,78.052,190973,4
91,Lonely If You Are,Chase Rice,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.681,0.726,0.726,-5.1,major,0.0453,0.162,0,0.119,0.819,84.98,176729,4
92,Dollaz On My Head,Gunna Featuring Young Thug,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.825,0.458,0.458,-7.47,major,0.0577,0.114,0,0.102,0.161,145.115,197760,4
93,Aint Always The Cowboy,Jon Pardi,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.539,0.837,0.837,-3.458,major,0.0385,0.0094,0,0.262,0.551,151.913,220881,4
94,Everywhere But On,Matt Stell,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.563,0.722,0.722,-3.972,major,0.0279,0.0345,0,0.0795,0.309,149.903,192587,4
95,You Got It,VEDO,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.774,0.376,0.376,-9.372,major,0.208,0.297,0,0.165,0.391,122.089,201587,4
96,Lets Link,WhoHeem,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.839,0.683,0.683,-9.232,minor,0.165,0.00667,0,0.241,0.522,120.003,159955,4
97,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.837,0.482,0.482,-8.608,minor,0.365,0.268,0,0.0991,0.444,143.01,169532,4
98,Dirty Stick,YoungBoy Never Broke Again,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.614,0.789,0.789,-4.859,major,0.541,0.178,0,0.396,0.349,106.704,169953,5
99,La Jeepeta,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.815,0.715,0.715,-4.65,minor,0.207,0.3,4.83e-6,0.091,0.786,176.007,345241,4
100,Got It On Me,Pop Smoke,2020-09-26,Sep,26,2020,Fall,250,post_covid,0.688,0.647,0.647,-7.258,major,0.19,0.00815,1.65e-5,0.095,0.195,88.834,164580,4
1,Dynamite,BTS,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.746,0.765,0.765,-4.41,minor,0.0993,0.0112,0,0.0936,0.737,114.044,199054,4
2,WAP,Cardi B Featuring Megan Thee Stallion,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.935,0.454,0.454,-7.509,major,0.375,0.0194,0,0.0824,0.357,133.073,187541,4
3,Holy,Justin Bieber Featuring Chance The Rapper,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.673,0.704,0.704,-8.056,major,0.36,0.196,0,0.0898,0.372,86.919,212093,4
4,Laugh Now Cry Later,Drake Featuring Lil Durk,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.761,0.518,0.518,-8.871,major,0.134,0.244,3.47e-5,0.107,0.522,133.976,261493,4
5,Mood,24kGoldn Featuring iann dior,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.7,0.722,0.722,-3.558,minor,0.0369,0.221,0,0.272,0.756,90.989,140526,4
6,Rockstar,DaBaby Featuring Roddy Ricch,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.746,0.69,0.69,-7.956,major,0.164,0.247,0,0.101,0.497,89.977,181733,4
7,Blinding Lights,The Weeknd,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.514,0.73,0.73,-5.934,major,0.0598,0.00146,9.54e-5,0.0897,0.334,171.005,200040,4
8,Watermelon Sugar,Harry Styles,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.548,0.816,0.816,-4.209,major,0.0465,0.122,0,0.335,0.557,95.39,174000,4
9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.767,0.481,0.481,-8.52,minor,0.0803,0.234,0,0.269,0.761,150.076,171375,4
10,I Hope,Gabby Barrett Featuring Charlie Puth,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.466,0.536,0.536,-6.227,major,0.0429,0.0951,0,0.114,0.377,75.998,210773,4
11,Before You Go,Lewis Capaldi,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.459,0.575,0.575,-4.858,major,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
12,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-10-03,Oct,3,2020,Fall,257,post_covid,0.923,0.604,0.604,-6.671,minor,0.245,0.017,0,0.272,0.826,145.062,139741,4
13,Go Crazy,Chris Brown & Young Thug,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.755,0.578,0.578,-8.932,minor,0.145,0.316,0,0.25,0.581,94.148,176960,4
14,Popstar,DJ Khaled Featuring Drake,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.8,0.56,0.56,-4.818,minor,0.261,0.057,0,0.134,0.45,163.071,200221,4
15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.823,0.586,0.586,-6.606,minor,0.2,0.114,0,0.193,0.347,125.971,190476,4
16,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.799,0.66,0.66,-6.153,minor,0.079,0.256,0,0.111,0.471,140.04,195429,4
17,Circles,Post Malone,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.695,0.762,0.762,-3.497,major,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
18,Roses,SAINt JHN,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.769,0.719,0.719,-5.472,major,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,4
19,Come & Go,Juice WRLD x Marshmello,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.625,0.814,0.814,-5.181,major,0.0657,0.0172,0,0.158,0.535,144.991,205485,4
20,Mood Swings,Pop Smoke Featuring Lil Tjay,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.48,0.602,0.602,-6.335,minor,0.368,0.487,0,0.0848,0.269,179.798,213333,4
21,Got What I Got,Jason Aldean,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.512,0.58,0.58,-6.658,minor,0.029,0.621,1.72e-5,0.513,0.303,159.847,178147,3
22,One Of Them Girls,Lee Brice,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.643,0.79,0.79,-6.079,major,0.0462,0.294,0,0.107,0.8,95.987,188893,4
23,Adore You,Harry Styles,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.676,0.771,0.771,-3.675,major,0.0483,0.0237,7e-6,0.102,0.569,99.048,207133,4
24,Said Sum,Moneybagg Yo,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.929,0.667,0.667,-6.789,minor,0.353,0.0185,0,0.1,0.274,126.998,155168,4
25,Break My Heart,Dua Lipa,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.73,0.729,0.729,-3.434,minor,0.0883,0.167,1.39e-6,0.349,0.467,113.013,221820,4
26,Lovin On You,Luke Combs,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.572,0.949,0.949,-4.865,major,0.06,0.00165,1.95e-4,0.163,0.53,118.974,194867,4
27,Be Like That,Kane Brown With Swae Lee & Khalid,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.727,0.626,0.626,-8.415,major,0.0726,0.0469,2.58e-5,0.126,0.322,86.97,191406,4
28,Tap In,Saweetie,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.954,0.696,0.696,-7.117,minor,0.204,0.00576,4.98e-4,0.0754,0.432,100.036,139413,4
29,Cool Again,Kane Brown,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.608,0.735,0.735,-5.497,major,0.0371,0.0156,1.69e-6,0.361,0.773,90.007,164668,4
30,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.49,0.618,0.618,-5.655,major,0.104,0.0221,3.77e-6,0.259,0.286,99.7,201600,4
31,If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.464,0.473,0.473,-10.086,major,0.129,0.866,0,0.109,0.604,75.801,208687,4
32,Dont Start Now,Dua Lipa,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.794,0.793,0.793,-4.521,minor,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4
33,Bang!,AJR,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.74,0.516,0.516,-6.233,minor,0.0507,0.0183,0,0.0558,0.698,139.918,170858,4
34,More Than My Hometown,Morgan Wallen,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.62,0.869,0.869,-5.479,major,0.0462,0.615,0,0.131,0.597,126.019,216573,4
35,Rags2Riches,Rod Wave Featuring ATR Son Son,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.874,0.443,0.443,-9.628,minor,0.241,0.147,0,0.124,0.298,118.004,235988,4
36,Life Is Good,Future Featuring Drake,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.676,0.609,0.609,-5.831,minor,0.481,0.0706,0,0.152,0.508,142.037,237735,4
37,ily,surf mesa Featuring Emilee,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.674,0.774,0.774,-7.567,minor,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4
38,Kings & Queens,Ava Max,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.637,0.69,0.69,-4.057,minor,0.0405,0.00786,0,0.124,0.457,129.857,162399,4
39,Midnight Sky,Miley Cyrus,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.705,0.814,0.814,-5.466,minor,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4
40,Chasin You,Morgan Wallen,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.631,0.591,0.591,-5.785,major,0.0277,0.657,0,0.11,0.489,97.074,205453,4
41,Rain On Me,Lady Gaga & Ariana Grande,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.672,0.855,0.855,-3.764,major,0.0397,0.021,0,0.323,0.646,123.056,182200,4
42,I Should Probably Go To Bed,Dan + Shay,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.721,0.277,0.277,-7.128,major,0.0365,0.634,0,0.112,0.309,131.935,171827,4
43,Some Girls,Jameson Rodgers,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.431,0.831,0.831,-5.108,major,0.0474,0.0791,0,0.312,0.352,167.96,184893,4
44,Die From A Broken Heart,Maddie & Tae,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.596,0.522,0.522,-6.633,major,0.0358,0.373,0,0.291,0.443,76.042,188320,4
45,Wishing Well,Juice WRLD,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.65,0.613,0.613,-6.13,minor,0.128,0.00336,0,0.267,0.0804,149.972,194621,4
46,We Paid,Lil Baby & 42 Dugg,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.926,0.542,0.542,-5.064,major,0.293,0.135,0,0.0877,0.564,135.14,181929,4
47,Say So,Doja Cat Featuring Nicki Minaj,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.787,0.673,0.673,-4.577,minor,0.158,0.256,3.57e-6,0.0904,0.786,110.962,237893,4
48,Savage,Megan Thee Stallion,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.767,0.481,0.481,-8.52,minor,0.0803,0.234,0,0.269,0.761,150.076,171375,4
49,Cardigan,Taylor Swift,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.613,0.581,0.581,-8.588,minor,0.0424,0.537,3.45e-4,0.25,0.551,130.033,239560,4
50,Blueberry Faygo,Lil Mosey,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.774,0.554,0.554,-7.909,major,0.0383,0.207,0,0.132,0.349,99.034,162547,4
51,Diamonds,Sam Smith,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.653,0.667,0.667,-6.764,minor,0.0423,0.154,0,0.107,0.556,104.181,213869,4
52,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.516,0.745,0.745,-8.352,major,0.0774,0.563,0,0.275,0.825,186.004,173173,3
53,Breaking Me,Topic & A7S,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.789,0.72,0.72,-5.652,minor,0.218,0.223,0,0.129,0.664,122.031,166794,4
54,Heather,Conan Gray,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.357,0.425,0.425,-7.301,major,0.0333,0.584,0,0.322,0.27,102.078,198040,3
55,Hawai,Maluma & The Weeknd,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.766,0.788,0.788,-3.128,minor,0.312,0.105,5.81e-6,0.142,0.609,179.984,200482,4
56,What You Know Bout Love,Pop Smoke,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.709,0.548,0.548,-8.493,major,0.353,0.65,1.59e-6,0.133,0.543,83.995,160000,4
57,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.538,0.745,0.745,-5.774,major,0.0387,0.1,0,0.063,0.669,165.755,170173,4
58,My Exs Best Friend,Machine Gun Kelly X blackbear,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.731,0.675,0.675,-5.134,minor,0.0434,0.00473,0,0.141,0.298,124.939,139461,4
59,7 Summers,Morgan Wallen,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.466,0.786,0.786,-5.13,major,0.0328,0.417,6.1e-5,0.125,0.571,203.903,210507,4
60,24,Money Man Featuring Lil Baby,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.868,0.638,0.638,-7.746,major,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
61,Pretty Heart,Parker McCollum,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.562,0.683,0.683,-4.427,major,0.0296,0.00531,0,0.107,0.385,132.003,244798,4
62,One Too Many,Keith Urban Duet With P!nk,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.697,0.535,0.535,-6.504,major,0.068,0.247,0,0.569,0.594,82.959,203893,4
63,You Broke Me First.,Tate McRae,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.642,0.374,0.374,-9.386,major,0.0545,0.786,0,0.0906,0.0799,124.099,169266,4
64,Like That,Doja Cat Featuring Gucci Mane,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.879,0.499,0.499,-6.027,minor,0.18,0.24,0,0.0967,0.405,106.043,163173,4
65,Greece,DJ Khaled Featuring Drake,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.695,0.343,0.343,-10.798,major,0.0432,0.0743,1.04e-6,0.107,0.229,85.84,218902,4
66,Ice Cream,BLACKPINK X Selena Gomez,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.79,0.701,0.701,-4.81,major,0.365,0.0317,8.06e-5,0.0311,0.91,159.972,177813,4
67,I Called Mama,Tim McGraw,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.499,0.619,0.619,-7.054,major,0.0339,0.571,4.82e-6,0.148,0.514,86.185,212147,4
68,Girls In The Hood,Megan Thee Stallion,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.821,0.863,0.863,-3.159,major,0.353,0.00824,0,0.0377,0.874,180.013,154324,4
69,The Bigger Picture,Lil Baby,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.59,0.618,0.618,-5.756,major,0.334,0.0127,0,0.244,0.153,96.459,252729,3
70,Without You,Luke Combs Featuring Amanda Shires,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.662,0.413,0.413,-7.357,major,0.0299,0.213,0,0.134,0.467,93.005,161385,4
71,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",2020-10-03,Oct,3,2020,Fall,257,post_covid,0.571,0.693,0.693,-8.234,minor,0.0545,0.00536,0,0.173,0.393,168.169,232253,4
72,Kacey Talk,YoungBoy Never Broke Again,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.877,0.607,0.607,-7.818,minor,0.15,0.535,0,0.138,0.773,127.055,151249,4
73,Starting Over,Chris Stapleton,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.638,0.538,0.538,-8.445,major,0.0315,0.452,4.15e-4,0.0695,0.318,89.124,240413,4
74,Martin & Gina,Polo G,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.832,0.534,0.534,-7.813,minor,0.253,0.345,0,0.165,0.116,93.924,132833,4
75,OK Not To Be OK,Marshmello & Demi Lovato,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.743,0.837,0.837,-5.025,minor,0.0649,0.0172,0,0.0743,0.263,103.072,159863,4
76,Relacion,"Sech, Daddy Yankee & J Balvin Featuring ROSALIA & Farruko",2020-10-03,Oct,3,2020,Fall,257,post_covid,0.793,0.771,0.771,-3.417,major,0.0959,0.0337,1.51e-6,0.284,0.835,171.943,247308,4
77,Love You Like I Used To,Russell Dickerson,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.501,0.788,0.788,-4.624,major,0.0415,0.12,0,0.137,0.61,152.047,186613,4
78,Smile,Juice WRLD & The Weeknd,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.694,0.685,0.685,-6.535,minor,0.133,0.224,0,0.124,0.306,158.831,196180,4
79,Aint Always The Cowboy,Jon Pardi,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.539,0.837,0.837,-3.458,major,0.0385,0.0094,0,0.262,0.551,151.913,220881,4
80,Dolly,Lil Tecca & Lil Uzi Vert,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.664,0.586,0.586,-7.813,minor,0.238,0.212,0,0.216,0.589,88.502,179813,5
81,Hit Different,SZA Featuring Ty Dolla $ign,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.679,0.516,0.516,-6.371,minor,0.0452,0.199,0,0.0965,0.716,120.074,202008,4
82,Nobodys Love,Maroon 5,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.486,0.567,0.567,-6.456,major,0.0379,0.31,0,0.0949,0.154,93.68,211254,4
83,Everywhere But On,Matt Stell,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.563,0.722,0.722,-3.972,major,0.0279,0.0345,0,0.0795,0.309,149.903,192587,4
84,Caramelo,Ozuna x Karol G x Myke Towers,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.728,0.806,0.806,-3.766,major,0.0623,0.0531,3.01e-4,0.153,0.698,168.084,217547,4
85,Do It,Chloe X Halle,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.725,0.668,0.668,-7.286,minor,0.055,0.0932,2.33e-6,0.112,0.566,82.966,176787,4
86,Over Now,Calvin Harris X The Weeknd,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.569,0.777,0.777,-4.041,minor,0.0834,0.139,0,0.132,0.181,164.027,246987,4
87,Dollaz On My Head,Gunna Featuring Young Thug,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.825,0.458,0.458,-7.47,major,0.0577,0.114,0,0.102,0.161,145.115,197760,4
88,You Got It,VEDO,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.774,0.376,0.376,-9.372,major,0.208,0.297,0,0.165,0.391,122.089,201587,4
89,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.778,0.662,0.662,-6.081,minor,0.308,0.187,0,0.116,0.571,149.935,192000,4
90,When You Down,Lil Tecca & Polo G Featuring Lil Durk,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.514,0.634,0.634,-6.514,major,0.383,0.235,0,0.13,0.308,76.181,193013,4
91,Me Gusta,Anitta Featuring Cardi B & Myke Towers,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.737,0.918,0.918,-5.843,minor,0.0977,0.246,0,0.29,0.804,110.038,179107,4
92,Wet. (She Got That...),YFN Lucci,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.695,0.642,0.642,-6.13,minor,0.194,0.238,0,0.359,0.316,128.022,209848,4
93,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.926,0.762,0.762,-1.887,major,0.205,7.18e-4,0,0.117,0.277,127.931,153750,4
94,Lonely If You Are,Chase Rice,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.681,0.726,0.726,-5.1,major,0.0453,0.162,0,0.119,0.819,84.98,176729,4
95,Blind,DaBaby Featuring Young Thug,2020-10-03,Oct,3,2020,Fall,257,post_covid,0.514,0.73,0.73,-5.934,major,0.0598,0.00146,9.54e-5,0.0897,0.334,171.005,200040,4
